source file,source file size (B),encryption algorithm,compression algorithm,order,encryption time (ms),compression time (ms),encrypted and compressed file size (B),decompression time (ms),decryption time (ms),intermediate write time(ms),intermediate read time(ms),final write time(ms),first intermediate size (after first operation) (B),initial characterization - mean,initial characterization - std,initial characterization - max,initial characterization - total keys,after encryption characterization - mean,after encryption characterization - std,after encryption characterization - max,after encryption characterization - total keys,repetition #
10_mb.pdf,11081517,NoEnc,bzip,Encryption First,0.0,2766.9506072998047,7747044,543.874979019165,0.9992122650146484,4.318714141845703,8.998394012451172,3.000974655151367,11081550,1.8577381335564997,18.514128255525925,14327,745632,1.8577381335564997,18.514128255525925,14327,745632,0
10_mb.pdf,11081517,NoEnc,gzip,Encryption First,0.0,391.4980888366699,9892971,56.34808540344238,0.0,5.041360855102539,11.019706726074219,5.026817321777344,11081550,1.8577381335564997,18.514128255525925,14327,745632,1.8577381335564997,18.514128255525925,14327,745632,0
10_mb.pdf,11081517,NoEnc,zip,Encryption First,0.0,308.30860137939453,9899157,73.00043106079102,0.0,3.9980411529541016,8.984804153442383,5.024909973144531,11081550,1.8577381335564997,18.514128255525925,14327,745632,1.8577381335564997,18.514128255525925,14327,745632,0
10_mb.pdf,11081517,NoEnc,lzma,Encryption First,0.0,1022.8548049926758,1699196,110.41617393493652,0.9996891021728516,0.9903907775878906,5.023717880249023,7.111787796020508,11081550,1.8577381335564997,18.514128255525925,14327,745632,1.8577381335564997,18.514128255525925,14327,745632,0
10_mb.pdf,11081517,Fernet,NoZip,Encryption First,71.92683219909668,0.0,14775436,0.0,85.02316474914551,3.9980411529541016,13.002395629882812,3.9818286895751953,14775469,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1846929,0
10_mb.pdf,11081517,Fernet,bzip,Encryption First,85.67452430725098,1178.504228591919,11158872,673.1855869293213,82.33022689819336,4.566192626953125,7.997751235961914,4.006862640380859,14775469,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1846929,0
10_mb.pdf,11081517,Fernet,gzip,Encryption First,85.0229263305664,662.0209217071533,11192820,63.97271156311035,62.99138069152832,5.295515060424805,20.005464553833008,4.000186920166016,14775469,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1846929,0
10_mb.pdf,11081517,Fernet,zip,Encryption First,92.00668334960938,620.7747459411621,11192990,69.1230297088623,61.99979782104492,7.192373275756836,19.989490509033203,12.987852096557617,14775469,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1846929,0
10_mb.pdf,11081517,Fernet,lzma,Encryption First,69.10920143127441,5570.39213180542,11315712,520.1492309570312,59.754133224487305,6.010293960571289,13.855934143066406,5.005598068237305,14775469,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1846929,0
10_mb.pdf,11081517,NaCl,NoZip,Encryption First,21.985769271850586,0.9930133819580078,11081557,0.0,23.994922637939453,2.9952526092529297,9.010553359985352,2.9795169830322266,11081590,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385194,0
10_mb.pdf,11081517,NaCl,bzip,Encryption First,25.027751922607422,1009.8817348480225,11131361,422.1804141998291,25.009870529174805,3.0083656311035156,8.001565933227539,5.021095275878906,11081590,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385194,0
10_mb.pdf,11081517,NaCl,gzip,Encryption First,23.043394088745117,234.2817783355713,11084960,12.09712028503418,26.994705200195312,4.84156608581543,9.957551956176758,4.004716873168945,11081590,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385194,0
10_mb.pdf,11081517,NaCl,zip,Encryption First,28.01823616027832,224.11370277404785,11085048,14.136791229248047,24.000167846679688,2.99835205078125,10.988235473632812,3.886699676513672,11081590,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385194,0
10_mb.pdf,11081517,NaCl,lzma,Encryption First,22.080659866333008,3667.5808429718018,11082168,15.28787612915039,27.999162673950195,4.001140594482422,8.998632431030273,4.001617431640625,11081590,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385194,0
10_mb.pdf,11081517,AES,NoZip,Encryption First,277.3280143737793,1.0204315185546875,11081533,0.9896755218505859,288.4643077850342,2.954721450805664,7.038593292236328,4.001855850219727,11081566,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385191,0
10_mb.pdf,11081517,AES,bzip,Encryption First,291.3401126861572,1235.0497245788574,11129947,508.3460807800293,259.27734375,2.9709339141845703,7.999420166015625,5.784511566162109,11081566,1.8577381335564997,18.514128255525925,14327,745632,1.0,0.0,1,1385191,0
